date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts
2021-06-29,5244645,999,2857,6.603%,342762.2,3567.3,1.041%,
2021-06-28,5240672,999,2857,6.6%,342302.7,3560.2,1.04%,
2021-06-27,5238342,999,2857,6.584%,341350.9,3549.5,1.04%,
2021-06-26,5235278,999,2857,6.499%,336741.3,3516.9,1.044%,
2021-06-25,5230959,997,2856,6.329%,327707.6,3342.6,1.02%,
2021-06-24,5226723,994,2855,6.096%,315576.5,3040.6,0.964%,
2021-06-23,5220670,993,2855,6.076%,314216.9,3013,0.959%,
2021-06-22,5214920,993,2855,6.07%,313548.2,3008.3,0.959%,
2021-06-21,5207447,991,2855,6.014%,310166.9,2984.5,0.962%,
2021-06-20,5200285,991,2855,5.591%,287845.5,2886.7,1.003%,
2021-06-19,5190449,990,2854,5.896%,302289.7,3738.9,1.237%,
2021-06-18,5183358,990,2854,5.866%,300294,3739.7,1.245%,
2021-06-17,5171649,988,2854,5.575%,284679,3634.5,1.277%,
2021-06-16,5160883,986,2853,5.215%,265573.7,3554.8,1.339%,
2021-06-15,5144234,985,2853,5.139%,260845.3,3524.5,1.351%,
2021-06-14,5125598,984,2853,5.022%,253908.6,3479.5,1.37%,
2021-06-13,5079219,983,2852,4.461%,223200.5,3368.3,1.509%,
2021-06-11,4862499,983,2849,3.192%,152891.9,2329.1,1.523%,
2021-06-10,4838863,983,2847,3.262%,155511.5,2344.9,1.508%,
2021-06-09,4827874,982,2846,4.061%,193300.7,2743.1,1.419%,
2021-06-08,4818639,980,2844,5.854%,277624.5,4470.2,1.61%,
2021-06-07,4812565,978,2843,5.924%,280450.7,4634.4,1.652%,
2021-06-06,4809730,975,2843,5.78%,273397.6,4624.5,1.691%,
2021-06-05,4808504,971,2840,6.231%,294867.9,4728.5,1.604%,
2021-06-04,4807691,968,2839,6.193%,293099.7,4650.7,1.587%,
2021-06-03,4806605,968,2839,6.189%,292836.8,4642.2,1.585%,
2021-06-02,4804957,967,2839,6.187%,292638.4,4636.1,1.584%,
2021-06-01,4804040,967,2839,6.185%,292484,4629.8,1.583%,
2021-05-31,4803500,963,2839,6.177%,292090.7,4614.5,1.58%,
2021-05-30,4802717,962,2839,6.136%,290154.5,4555.6,1.57%,
2021-05-29,4802242,958,2838,5.849%,276891.4,3981.3,1.438%,
2021-05-28,4800995,958,2838,5.825%,275713,3932.4,1.426%,
2021-05-27,4799538,959,2838,5.824%,275594,3930.9,1.426%,
2021-05-26,4796843,957,2838,5.824%,275454.4,3928.6,1.426%,
2021-05-25,4793997,955,2838,5.824%,275291.2,3927.1,1.427%,
2021-05-23,4792967,955,2838,5.823%,275166.3,3925,1.426%,
2021-05-22,4792653,954,2838,5.821%,275079.2,3923.5,1.426%,
2021-05-21,4791640,953,2838,5.821%,275004,3921.8,1.426%,
2021-05-20,4790550,952,2838,5.821%,274916.1,3919.6,1.426%,
2021-05-19,4789779,948,2838,5.819%,274821.1,3917.9,1.426%,
2021-05-18,4789212,948,2838,5.817%,274691.9,3916.3,1.426%,
2021-05-17,4787584,944,2838,5.817%,274566.7,3913.5,1.425%,
2021-05-16,4787326,943,2838,5.815%,274486.6,3911,1.425%,
2021-05-15,4785899,943,2838,5.815%,274406.6,3908.2,1.424%,
2021-05-14,4784420,942,2838,5.814%,274282.2,3904.6,1.424%,
2021-05-13,4783770,940,2838,5.813%,274188.2,3898.2,1.422%,
2021-05-12,4782870,939,2838,5.812%,274091.8,3894.8,1.421%,
2021-05-11,4781606,938,2838,5.811%,273999.2,3876.6,1.415%,
2021-05-10,4781339,936,2838,5.809%,273884.5,3861.7,1.41%,
2021-05-09,4780850,936,2838,5.807%,273762.2,3856.3,1.409%,
2021-05-08,4779761,935,2838,5.804%,273559.1,3853.9,1.409%,
2021-05-07,4777838,933,2837,6.1%,287588.7,3846.2,1.337%,
2021-05-06,4775967,932,2837,6.099%,287451.2,3842.5,1.337%,
2021-05-05,4774247,932,2837,6.085%,286702.2,3834.1,1.337%,
2021-05-04,4772973,928,2836,6.4%,301655.6,3794.9,1.258%,
2021-05-03,4771566,928,2836,6.414%,302279.9,3785.8,1.252%,
2021-05-02,4769904,926,2835,6.789%,319824.2,3993,1.248%,
2021-05-01,4767713,926,2835,6.803%,320323.4,4002.8,1.25%,
2021-04-30,4766561,925,2834,7.003%,329741.2,4078.2,1.237%,
2021-04-29,4764000,923,2834,7.027%,330660.5,4085.4,1.236%,
2021-04-28,4761351,922,2834,7.026%,330467.6,4083.6,1.236%,
2021-04-27,4756901,920,2834,7.028%,330244.6,4081,1.236%,
2021-04-26,4751557,919,2834,7.03%,329944.8,4078.5,1.236%,
2021-04-25,4742455,918,2834,7.033%,329484,4074.1,1.237%,
2021-04-24,4723843,918,2834,7.044%,328690.8,4067.4,1.237%,
2021-04-23,4718173,914,2834,7.048%,328490,4063,1.237%,
2021-04-22,4716468,914,2834,7.048%,328369.6,4060.8,1.237%,
2021-04-21,4714720,914,2834,7.048%,328212.9,4057.8,1.236%,
2021-04-20,4713148,913,2834,7.047%,328079.1,4056.5,1.236%,
2021-04-18,4707499,907,2833,7.122%,331127.3,4121.1,1.245%,
2021-04-17,4704487,904,2833,7.123%,330963.4,4118.3,1.244%,
2021-04-16,4703023,902,2833,7.122%,330852.1,4116.5,1.244%,
2021-04-15,4701655,899,2833,7.122%,330717.5,4115.1,1.244%,
2021-04-14,4700126,893,2833,7.121%,330560.6,4112.9,1.244%,
2021-04-13,4697373,892,2833,7.118%,330257.5,4110.2,1.245%,
2021-04-12,4695991,890,2833,7.11%,329794.2,4107.5,1.245%,
2021-04-11,4693082,889,2832,7.128%,330413,4116.1,1.246%,
2021-04-10,4691015,885,2832,7.128%,330250.2,4113.3,1.246%,
2021-04-09,4690023,883,2832,7.125%,330050.7,4111.3,1.246%,
2021-04-08,4689301,880,2832,7.123%,329906.7,4110,1.246%,
2021-04-07,4688559,880,2832,7.121%,329760,4107.1,1.245%,
2021-04-06,4687549,876,2832,7.119%,329587.1,4104.4,1.245%,
2021-04-05,4685727,873,2832,7.1%,328593.2,4095.1,1.246%,
2021-04-04,4684508,871,2832,6.983%,323044.7,4060.8,1.257%,
2021-04-03,4682570,869,2831,7.001%,323817.2,4024.4,1.243%,
2021-04-02,4678597,870,2831,7.002%,323595,4016.6,1.241%,
2021-04-01,4674980,867,2831,7.001%,323289.4,4012.7,1.241%,
2021-03-31,4671601,866,2831,6.999%,322967.9,4007.7,1.241%,
2021-03-30,4666935,863,2831,6.993%,322377,3999.6,1.241%,
2021-03-29,4660300,854,2831,6.95%,319926.9,3967.6,1.24%,
2021-03-28,4637113,853,2831,6.371%,291767.1,3663.5,1.256%,
2021-03-27,4628977,852,2830,6.718%,307163.9,3828.9,1.247%,
2021-03-26,4627762,849,2829,6.583%,300898.5,3733.9,1.241%,
2021-03-25,4625682,847,2829,6.572%,300257.5,3724.7,1.241%,
2021-03-24,4624432,846,2829,6.571%,300138.5,3723.8,1.241%,
2021-03-23,4622358,846,2829,6.571%,300023.2,3721.6,1.24%,
2021-03-20,4619294,827,2829,6.568%,299681.4,3715.6,1.24%,
2021-03-19,4617723,826,2828,6.567%,299547.8,3712.6,1.239%,
2021-03-18,4615748,822,2828,6.567%,299403,3711.1,1.239%,
2021-03-17,4614239,815,2828,6.565%,299209.7,3706.5,1.239%,
2021-03-16,4611782,808,2828,6.564%,298996.9,3702.9,1.238%,
2021-03-15,4609319,803,2828,6.563%,298798.6,3698.2,1.238%,
2021-03-14,4606746,793,2828,6.562%,298601.2,3694,1.237%,
2021-03-13,4603111,780,2828,6.561%,298336.9,3686.3,1.236%,
2021-03-12,4598448,773,2828,6.559%,297920.2,3674.3,1.233%,
2021-03-11,4593053,762,2828,6.557%,297510.6,3665.6,1.232%,
2021-03-10,4586241,757,2828,6.555%,296996.8,3651.8,1.23%,
2021-03-09,4578240,752,2828,6.537%,295661.3,3617.5,1.224%,
2021-03-08,4563475,748,2828,6.379%,287644.6,3439.1,1.196%,
2021-03-07,4560066,748,2828,6.326%,285077.9,3390.4,1.189%,
2021-03-06,4490085,745,2825,4.862%,216713.7,1616.1,0.746%,
2021-03-05,4447717,735,2824,4.526%,199993.9,1326.8,0.663%,
2021-03-04,4410795,728,2823,4.414%,193458.2,1249.7,0.646%,
2021-03-02,4362381,714,2819,5.152%,223294.6,1464.8,0.656%,
2021-03-01,4342592,705,2818,5.093%,219686.5,1491.9,0.679%,
2021-02-28,4331812,700,2817,5.114%,220019.9,1487.7,0.676%,
2021-02-27,4325566,698,2817,5.099%,219090.6,1483.8,0.677%,
2021-02-26,4319176,694,2815,4.896%,209993.9,1476.8,0.703%,
2021-02-25,4310276,693,2815,4.885%,209085.5,1474.4,0.705%,
2021-02-24,4304736,684,2815,4.882%,208695.4,1471,0.705%,
2021-02-23,4297503,682,2815,4.879%,208202.7,1467.4,0.705%,
2021-02-21,4273821,674,2815,4.877%,206979.4,1459.8,0.705%,
2021-02-20,4262280,670,2815,4.876%,206369.6,1455.7,0.705%,
2021-02-19,4258442,662,2815,4.867%,205801.4,1451.4,0.705%,
2021-02-18,4254813,653,2815,4.828%,203995.8,1446.5,0.709%,
2021-02-17,4249034,644,2814,4.583%,193313,1435.7,0.743%,
2021-02-16,4246291,644,2814,4.562%,192300.8,1432.2,0.745%,
2021-02-15,4243238,643,2814,4.56%,192065.2,1428.7,0.744%,
2021-02-14,4239403,641,2814,4.557%,191772.8,1424.3,0.743%,
2021-02-13,4231512,638,2814,4.556%,191358.5,1416.5,0.74%,
2021-02-12,4225909,637,2814,4.553%,190990.2,1410.9,0.739%,
2021-02-11,4221316,627,2814,4.545%,190441.7,1402.9,0.737%,
2021-02-10,4214961,624,2814,4.495%,188100.1,1376.9,0.732%,
2021-02-09,4205386,616,2813,4.185%,174745.2,1235.6,0.707%,
2021-02-08,4202263,611,2813,4.169%,173954,1226.8,0.705%,
2021-02-07,4200212,606,2813,4.167%,173804.2,1225.9,0.705%,
2021-02-06,4197671,599,2813,4.166%,173631.3,1224.6,0.705%,
2021-02-05,4194842,588,2813,4.163%,173420,1223.2,0.705%,
2021-02-04,4192255,576,2812,4.16%,173157.6,1221.3,0.705%,
2021-02-03,4190357,560,2812,4.155%,172907.9,1218.6,0.705%,
2021-02-01,4188652,549,2812,4.151%,172636.8,1215.2,0.704%,
2021-01-31,4186762,543,2812,4.145%,172317.4,1210.8,0.703%,
2021-01-30,4184026,539,2812,4.126%,171429.7,1204.2,0.702%,
2021-01-29,4181902,534,2811,3.912%,162463.9,1140.3,0.702%,
2021-01-28,4178628,531,2811,3.9%,161839.2,1135,0.701%,
2021-01-27,4175674,526,2811,3.897%,161595.7,1132.8,0.701%,
2021-01-26,4172117,522,2811,3.894%,161324.8,1130.4,0.701%,
2021-01-25,4169627,515,2811,3.89%,161069,1128.1,0.7%,
2021-01-24,4164293,512,2811,3.884%,160614.6,1123.2,0.699%,
2021-01-23,4155488,505,2811,3.855%,159092.3,1110.5,0.698%,
2021-01-22,4153271,503,2810,3.888%,160420.5,1053.6,0.657%,
2021-01-21,4150257,498,2810,3.886%,160249.5,1045.9,0.653%,
2021-01-20,4146069,489,2810,3.879%,159776.3,1043.4,0.653%,
2021-01-19,4148640,478,2809,3.954%,163018.2,1030.6,0.632%,
2021-01-18,4147301,471,2808,3.984%,164167.4,1054.2,0.642%,
2021-01-17,4145303,458,2808,3.984%,164087,1054.2,0.642%,
2021-01-16,4142699,457,2808,3.982%,163919.1,1052.7,0.642%,
2021-01-14,4140922,431,2808,3.98%,163741.1,1051.1,0.642%,
2021-01-13,4138999,422,2808,3.977%,163556,1048.3,0.641%,
2021-01-12,4137666,414,2808,3.974%,163374.3,1046.4,0.64%,
2021-01-10,4133591,404,2808,3.967%,162944.1,1042.1,0.64%,
2021-01-09,4130508,393,2808,3.964%,162703.9,1039.6,0.639%,
2021-01-07,4124516,369,2808,3.955%,162102.7,1031.7,0.636%,
2021-01-06,4122233,352,2808,3.951%,161836.2,1028.8,0.636%,
2021-01-05,4119647,333,2808,3.944%,161457.7,1023.5,0.634%,
2021-01-04,4115576,299,2808,3.938%,161065.1,1019.6,0.633%,
2021-01-03,4112674,283,2808,3.924%,160375.1,1010,0.63%,
2021-01-02,4108599,253,2808,3.825%,156205.5,954.6,0.611%,
2021-01-01,4103695,15,2807,3.498%,142787.8,776.9,0.544%,
2020-12-31,4101607,1492,2807,3.474%,141731,765.1,0.54%,
2020-12-30,4099431,2231,2807,3.462%,141176.3,761.7,0.54%,
2020-12-29,4097675,2231,2806,3.56%,145088,788.1,0.543%,
2020-12-28,4092646,2231,2806,3.565%,145114.8,787.8,0.543%,
2020-12-27,4089477,2228,2806,3.556%,144646.9,784.4,0.542%,
2020-12-26,4086895,2227,2806,3.517%,142951.6,773.5,0.541%,
2020-12-25,4086475,2227,2805,3.472%,141155.8,721.3,0.511%,
2020-12-24,4085462,2229,2804,3.517%,142987,698.3,0.488%,
2020-12-23,4083634,2229,2804,3.499%,142196.8,695,0.489%,
2020-12-22,4082640,2226,2803,3.524%,143173.3,712.3,0.498%,
2020-12-21,4081636,2223,2803,3.524%,143122.1,711.7,0.497%,
2020-12-20,4079341,2220,2803,3.522%,142969.1,709.5,0.496%,
2020-12-19,4076331,2219,2803,3.519%,142750.1,706.5,0.495%,
2020-12-17,4067225,2219,2803,3.518%,142394.8,702.2,0.493%,
2020-12-16,4062416,2216,2803,3.508%,141829.1,697.6,0.492%,
2020-12-15,4052780,2216,2803,3.401%,137170.6,665.5,0.485%,
2020-12-14,4036226,2211,2802,3.46%,138977,674.1,0.485%,
2020-12-13,4034640,2212,2802,3.464%,139091.6,674.5,0.485%,
2020-12-12,4031168,2214,2802,3.464%,138947.2,673.8,0.485%,
2020-12-11,4028392,2215,2802,3.462%,138797.7,672.6,0.485%,
2020-12-10,4023237,2214,2802,3.456%,138385.4,669,0.483%,
2020-12-09,4022414,2217,2802,3.454%,138249.9,667.6,0.483%,
2020-12-08,4016936,2216,2801,3.404%,136107.6,634.5,0.466%,
2020-12-07,4012675,2212,2800,3.047%,121717.9,545.5,0.448%,
2020-12-06,4010041,2209,2798,2.975%,118780,520.3,0.438%,
2020-12-05,4007651,2208,2798,2.967%,118370.1,516.9,0.437%,
2020-12-04,4005592,2204,2798,2.965%,118231.6,516,0.436%,
2020-12-03,4001741,2202,2798,2.963%,118038.5,514.1,0.436%,
2020-12-02,3998442,2201,2798,2.961%,117881.9,513.1,0.435%,
2020-12-01,3994751,2197,2798,2.956%,117589.9,510.2,0.434%,
2020-11-30,3990738,2197,2797,2.888%,114777.3,487.1,0.424%,
2020-11-29,3990639,2193,2795,2.589%,102885.6,429.7,0.418%,
2020-11-28,3988106,2190,2794,2.603%,103371.2,422.7,0.409%,
2020-11-27,3987355,2187,2794,2.603%,103368.9,422.4,0.409%,
2020-11-26,3986087,2188,2794,2.6%,103202.9,421.6,0.409%,
2020-11-25,3984593,2189,2794,2.592%,102879,421.2,0.409%,
2020-11-24,3982763,2193,2792,2.778%,110150.9,470.8,0.427%,
2020-11-23,3980965,2191,2791,2.846%,112836.8,474.2,0.42%,
2020-11-22,3979360,2189,2791,2.837%,112434.9,472.4,0.42%,
2020-11-21,3977139,2188,2791,2.782%,110178.5,471,0.427%,
2020-11-20,3976007,2186,2787,3%,118741.9,531.5,0.448%,
2020-11-19,3973956,2255,2787,3.006%,118940.5,536,0.451%,
2020-11-18,3972490,2254,2786,3.179%,125677.6,614,0.489%,
2020-11-17,3969942,2254,2786,3.189%,126002.4,617.2,0.49%,
2020-11-16,3967145,2254,2786,3.173%,125255.8,612.2,0.489%,
2020-11-15,3965810,2258,2785,3.206%,126500.2,648,0.512%,
2020-11-14,3963336,2254,2784,3.448%,135835.1,822.7,0.606%,
2020-11-13,3959527,2254,2783,3.851%,150829.5,1647.3,1.092%,
2020-11-12,3957429,2254,2782,3.766%,147370.8,1648,1.118%,
2020-11-11,3955788,2254,2781,4.057%,158713.7,1753.5,1.105%,
2020-11-10,3951675,2254,2780,4.32%,168564.2,2140.4,1.27%,
2020-11-08,3946943,2255,2779,4.4%,171485.7,2178.7,1.27%,
2020-11-07,3944411,2254,2779,4.397%,171254.2,2174.3,1.27%,
2020-11-06,3941771,2254,2779,4.367%,169987,2160.7,1.271%,
2020-11-05,3939576,2254,2778,4.452%,173239.7,2160.9,1.247%,
2020-11-04,3935375,2254,2778,4.423%,171918.8,2152.5,1.252%,
2020-11-03,3932473,2253,2777,4.453%,172941.8,2159,1.248%,
2020-11-02,3927926,2255,2776,4.73%,183545.6,2263.9,1.233%,
2020-11-01,3919168,2255,2776,4.654%,180141.4,2239.4,1.243%,
2020-10-31,3909737,2256,2774,4.978%,192301.3,2310,1.201%,
2020-10-30,3903714,2256,2774,5.006%,193110.3,2312.9,1.198%,
2020-10-29,3898422,2255,2774,4.946%,190527.1,2300.1,1.207%,
2020-10-28,3892885,2254,2773,4.978%,191418.2,2364.2,1.235%,
2020-10-27,3891812,2253,2772,5.075%,195079.2,2411.7,1.236%,
2020-10-26,3884928,2255,2772,5.029%,192954.2,2407.3,1.248%,
2020-10-25,3877521,2255,2769,5.113%,195663.3,2588.2,1.323%,
2020-10-24,3863115,2254,2768,5.268%,200689.2,2827.4,1.409%,
2020-10-23,3851127,2254,2767,5.442%,206677.3,2917.9,1.412%,
2020-10-22,3844629,2255,2766,5.331%,202102.2,2854.9,1.413%,
2020-10-21,3838168,2262,2766,5.321%,201404.5,2841.2,1.411%,
2020-10-20,3829591,2266,2766,5.322%,200985.2,2831.5,1.409%,
2020-10-19,3823239,2266,2766,5.313%,200308.1,2816,1.406%,
2020-10-18,3815239,2266,2765,5.35%,201302.7,2801.1,1.391%,
2020-10-17,3801139,2261,2765,5.354%,200743.5,2784.9,1.387%,
2020-10-16,3793851,2259,2765,5.329%,199436.8,2755.2,1.381%,
2020-10-15,3785748,2258,2764,5.338%,199276,2818.4,1.414%,
2020-10-14,3777475,2258,2764,5.299%,197441.8,2739.3,1.387%,
2020-10-13,3772249,2258,2763,5.442%,202888.5,2403.9,1.185%,
2020-10-12,3763593,2255,2760,6.357%,235892.1,3369.7,1.428%,
2020-10-11,3755630,2256,2760,6.403%,237071.8,3415.7,1.441%,
2020-10-10,3744584,2255,2760,6.354%,234520.7,3399.6,1.45%,
2020-10-09,3736362,2256,2758,6.827%,251112.4,3971.6,1.582%,
2020-10-08,3727415,2257,2757,7.343%,269417.4,4295.1,1.594%,
2020-10-07,3717159,2258,2757,7.38%,269542.9,4779.2,1.773%,
2020-10-06,3707260,2261,2756,7.807%,284064.2,5376,1.893%,
2020-10-05,3693213,2607,2753,10.207%,369597.5,7358.3,1.991%,
2020-10-04,3681723,2623,2755,10.379%,374560.6,7583.7,2.025%,
2020-10-03,3668504,2633,2754,10.65%,382571.8,8140.5,2.128%,
2020-10-02,3654108,2643,2751,11.414%,408824.5,8251.1,2.018%,
2020-10-01,3638248,2647,2749,11.262%,401625.3,8117.6,2.021%,
2020-09-30,3615703,2680,2763,10.99%,389590.4,7760.4,1.992%,
2020-09-29,3589975,2697,2762,10.47%,368509.6,7362.6,1.998%,
2020-09-28,3539008,2697,2760,10.05%,349261.6,6419.9,1.838%,
2020-09-27,3403608,2697,2756,8.532%,285008.9,5386.9,1.89%,
2020-09-26,3056960,2696,2752,6.436%,193835.2,2921,1.507%,
2020-09-25,2978606,2691,2751,5.738%,168757.9,2157.5,1.278%,
2020-09-24,2930157,2693,2747,5.349%,155193.6,1541.5,0.993%,
2020-09-23,2899521,2691,2746,4.974%,142862.6,1359.8,0.952%,
2020-09-22,2882757,2690,2745,4.93%,140766,1356.2,0.963%,
2020-09-21,2873373,2691,2743,4.793%,136510.1,1220.3,0.894%,
2020-09-20,2861636,2693,2743,4.732%,134208.8,1189.9,0.887%,
2020-09-19,2855986,2700,2742,4.463%,126317.6,1133.4,0.897%,
2020-09-18,2853186,2702,2741,4.081%,115429.7,1005.7,0.871%,
2020-09-17,2848457,2701,2740,4.12%,116456.6,912.9,0.784%,
2020-09-16,2835843,2702,2740,4.087%,115011.6,886.2,0.771%,
2020-09-15,2834114,2709,2739,3.896%,109638.1,780.1,0.712%,
2020-09-14,2829044,2714,2739,3.874%,108829,768.5,0.706%,
2020-09-13,2825530,2715,2739,3.869%,108553.1,766.6,0.706%,
2020-09-12,2823570,2715,2739,3.866%,108380.2,764.9,0.706%,
2020-09-11,2821299,2714,2739,3.855%,107993.8,761.7,0.705%,
2020-09-10,2818373,2713,2739,3.779%,105752.9,759.5,0.718%,
2020-09-09,2818219,2710,2738,3.643%,101902.7,757.5,0.743%,
2020-09-08,2817458,2712,2738,3.633%,101606.1,756.1,0.744%,
2020-09-07,2816341,2711,2738,3.631%,101498.2,754.3,0.743%,
2020-09-06,2813403,2710,2738,3.628%,101311.8,752.4,0.743%,
2020-09-05,2812364,2707,2737,3.625%,101188.6,750.3,0.741%,
2020-09-04,2811250,2705,2737,3.623%,101095.9,749,0.741%,
2020-09-03,2809255,2703,2737,3.621%,100983,747.5,0.74%,
2020-09-02,2806345,2702,2737,3.619%,100809.8,746.5,0.741%,
2020-09-01,2804898,2700,2737,3.616%,100683.8,744,0.739%,
2020-08-31,2803546,2701,2737,3.614%,100565.2,741.7,0.738%,
2020-08-30,2802316,2704,2737,3.611%,100457.4,738.2,0.735%,
2020-08-29,2800873,2708,2737,3.609%,100359.2,737,0.734%,
2020-08-28,2799332,2708,2737,3.607%,100230.1,735.4,0.734%,
2020-08-27,2797481,2711,2737,3.604%,100091.2,732.5,0.732%,
2020-08-26,2794973,2710,2737,3.6%,99895.4,729.7,0.73%,
2020-08-25,2792725,2710,2737,3.597%,99738.2,726.5,0.728%,
2020-08-24,2785952,2727,2737,3.593%,99381.4,718.5,0.723%,
2020-08-23,2783801,2723,2736,3.588%,99157.5,713,0.719%,
2020-08-22,2781590,2721,2736,3.582%,98936.8,704.4,0.712%,
2020-08-21,2778798,2722,2736,3.574%,98615.4,689.1,0.699%,
2020-08-20,2775978,2728,2736,3.557%,98082.3,672,0.685%,
2020-08-19,2774034,2727,2736,3.485%,96054.9,619.3,0.645%,
2020-08-18,2771893,2726,2734,3.268%,90181.5,404.7,0.449%,
2020-08-17,2767566,2726,2734,3.003%,82586.6,514.4,0.623%,
2020-08-16,2763675,2726,2734,2.993%,82205.7,514,0.625%,
2020-08-15,2760415,2727,2734,2.975%,81609.6,512,0.627%,
2020-08-14,2760111,2726,2733,2.946%,80774.7,527.4,0.653%,
2020-08-13,2759908,2727,2732,3.28%,89810.7,718.9,0.8%,
2020-08-12,2759439,2725,2732,3.275%,89657,723.8,0.807%,
2020-08-11,2758856,2726,2731,3.305%,90365,828.2,0.917%,
2020-08-10,2758530,2724,2731,3.281%,89671.3,835.6,0.932%,
2020-08-09,2757871,2726,2730,3.335%,91118.5,861,0.945%,
2020-08-08,2757461,2725,2730,3.336%,91130.9,861.6,0.945%,
2020-08-07,2756785,2724,2730,3.333%,91011.1,860.7,0.946%,
2020-08-06,2754851,2724,2730,3.327%,90783.4,859.2,0.946%,
2020-08-05,2754363,2724,2730,3.324%,90693.2,858.3,0.946%,
2020-08-04,2754241,2720,2730,3.322%,90629.1,857.8,0.946%,
2020-08-03,2754516,2721,2730,3.318%,90539.1,857.4,0.947%,
2020-08-02,2754480,2718,2730,3.312%,90375.8,856.6,0.948%,
2020-08-01,2754261,2719,2730,3.297%,89953.6,855.9,0.951%,
2020-07-31,2754481,2719,2729,3.389%,92459.9,876.6,0.948%,
2020-07-30,2753580,2717,2729,3.344%,91206.6,876.6,0.961%,
2020-07-29,2753363,2716,2728,3.476%,94809.6,904.4,0.954%,
2020-07-28,2752994,2715,2728,3.479%,94874.5,904.9,0.954%,
2020-07-27,2752676,2717,2728,3.473%,94687.2,904.2,0.955%,
2020-07-24,2749442,2711,2727,3.424%,93236.5,916.8,0.983%,
2020-07-23,2747443,2712,2727,3.421%,93068.6,916.5,0.985%,
2020-07-22,2744199,2714,2727,3.419%,92907.3,913.2,0.983%,
2020-07-21,2738013,2712,2727,3.415%,92594.6,903.3,0.976%,
2020-07-20,2733533,2716,2727,3.414%,92411.2,900.4,0.974%,
2020-07-19,2730417,2713,2727,3.412%,92273.8,899.2,0.974%,
2020-07-18,2726567,2713,2727,3.412%,92120.8,897.4,0.974%,
2020-07-17,2720350,2709,2727,3.412%,91910.2,895.5,0.974%,
2020-07-16,2712930,2705,2727,3.414%,91728.9,894.3,0.975%,
2020-07-14,2708086,2705,2727,3.413%,91540,892.3,0.975%,
2020-07-13,2705320,2702,2727,3.412%,91422.9,890.6,0.974%,
2020-07-12,2701656,2703,2727,3.406%,91122.1,888.4,0.975%,
2020-07-11,2692990,2698,2727,3.373%,89955.7,878.8,0.977%,
2020-07-10,2682436,2698,2725,3.423%,90935.9,881.8,0.97%,
2020-07-09,2678885,2695,2725,3.427%,90913.3,881.3,0.969%,
2020-07-08,2676849,2694,2725,3.412%,90443.7,879.7,0.973%,
2020-07-07,2675147,2692,2724,3.336%,88356,891.2,1.009%,
2020-07-06,2670648,2690,2724,3.331%,88081.7,889.4,1.01%,
2020-07-05,2665677,2690,2724,3.33%,87892.9,886.9,1.009%,
2020-07-04,2663743,2686,2724,3.33%,87821.9,884.9,1.008%,
2020-07-03,2662326,2688,2724,3.329%,87749.3,884.1,1.008%,
2020-07-02,2661204,2688,2724,3.324%,87573.1,881.4,1.006%,
2020-07-01,2660125,2683,2724,3.293%,86715.3,874.1,1.008%,
2020-06-30,2659068,2679,2723,3.288%,86545,884.9,1.022%,
2020-06-29,2657822,2675,2723,3.277%,86201.3,882.9,1.024%,
2020-06-28,2656800,2675,2722,3.297%,86712.6,887.7,1.024%,
2020-06-27,2651622,2674,2722,3.286%,86259.3,885,1.026%,
2020-06-26,2648562,2672,2721,3.461%,90690.5,973.5,1.073%,
2020-06-25,2647090,2670,2721,3.474%,90978.4,980,1.077%,
2020-06-24,2646125,2669,2721,3.464%,90682.6,978.6,1.079%,
2020-06-23,2645032,2668,2720,3.477%,90861,1095,1.205%,
2020-06-22,2643973,2670,2720,3.466%,90538.2,1091.7,1.206%,
2020-06-21,2643291,2670,2719,3.515%,91736.7,1175.8,1.282%,
2020-06-20,2641833,2671,2718,3.683%,96037.6,1256.6,1.308%,
2020-06-19,2641644,2670,2718,3.669%,95655.8,1257.8,1.315%,
2020-06-18,2642035,2666,2717,3.596%,93740.3,1276.5,1.362%,
2020-06-17,2641544,2668,2716,3.534%,92036.9,1321.4,1.436%,
2020-06-16,2641087,2667,2716,3.524%,91743,1325.4,1.445%,
2020-06-15,2639885,2667,2716,3.506%,91223,1321.8,1.449%,
2020-06-14,2639621,2668,2715,3.703%,96342.8,1395.6,1.449%,
2020-06-13,2639008,2666,2715,3.723%,96839.1,1402.4,1.448%,
2020-06-12,2637989,2671,2715,3.721%,96770.2,1401,1.448%,
2020-06-11,2637284,2670,2715,3.72%,96705,1399.8,1.447%,
2020-06-10,2636266,2671,2715,3.71%,96403.8,1395.2,1.447%,
2020-06-09,2634963,2668,2714,3.794%,98548.1,1425.1,1.446%,
2020-06-08,2633286,2666,2714,3.795%,98502.5,1423.9,1.446%,
2020-06-07,2630384,2664,2714,3.796%,98432,1422,1.445%,
2020-06-06,2626286,2664,2714,3.797%,98300.4,1418.9,1.443%,
2020-06-05,2624665,2665,2714,3.78%,97804.4,1413.7,1.445%,
2020-06-02,2621753,2663,2710,4.44%,114763.2,1650,1.438%,
2020-06-01,2614765,2662,2710,4.414%,113800,1607.6,1.413%,
2020-05-31,2615206,2661,2708,5.119%,131764.9,2108,1.6%,
2020-05-30,2615293,2660,2708,5.27%,135561.3,2268.3,1.673%,
2020-05-29,2613863,2661,2708,5.173%,133074.4,2146.7,1.613%,
