date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts
2022-07-02,6597881,1016,3027,2.115%,138525.7,988.9,0.714%,6.00
2022-07-01,6558889,1017,3023,2.010%,130853.0,963.6,0.736%,7.00
2022-06-30,6537654,1016,3020,1.525%,98907.3,779.7,0.788%,7.00
2022-06-29,6512340,1015,3017,1.517%,98040.3,776.0,0.792%,5.00
2022-06-28,6506391,1015,3015,1.545%,99783.8,757.8,0.759%,5.00
2022-06-27,6499353,1015,3014,1.530%,98703.8,751.7,0.762%,5.00
2022-06-26,6496277,1014,3014,1.451%,93486.1,791.1,0.846%,5.00
2022-06-25,6493251,1014,3014,1.508%,97075.7,812.9,0.837%,5.00
2022-06-24,6489990,1013,3013,1.525%,98180.2,821.3,0.837%,4.00
2022-06-23,6487630,1014,3012,1.515%,97452.8,817.3,0.839%,3.00
2022-06-22,6483880,1014,3012,1.395%,89645.7,784.1,0.875%,3.00
2022-06-21,6482188,1014,3010,1.536%,98785.4,804.8,0.815%,3.00
2022-06-20,6479797,1016,3009,1.533%,98499.7,803.3,0.816%,2.00
2022-06-19,6476539,1015,3008,1.523%,97859.0,800.8,0.818%,2.00
2022-06-18,6469363,1015,3008,1.483%,95166.9,795.4,0.836%,2.00
2022-06-17,6465927,1015,3007,1.480%,94918.2,793.8,0.836%,2.00
2022-06-16,6461626,1015,3006,1.472%,94305.2,789.3,0.837%,2.00
2022-06-15,6457939,1015,3006,1.844%,118342.6,721.1,0.609%,2.00
2022-06-14,6457476,1014,3005,1.840%,118110.8,718.7,0.608%,2.00
2022-06-13,6453939,1015,3005,1.838%,117921.9,715.8,0.607%,2.00
2022-06-12,6451871,1016,3005,1.832%,117505.9,711.8,0.606%,2.00
2022-06-11,6447885,1014,3005,1.842%,118128.1,673.2,0.570%,2.00
2022-06-10,6445324,1017,3004,1.839%,117880.5,669.8,0.568%,1.00
2022-06-09,6443218,1018,3004,1.831%,117327.5,665.6,0.567%,1.00
2022-06-08,6439635,1018,3004,1.786%,114364.8,642.8,0.562%,2.00
2022-06-07,6431032,1017,3003,1.778%,113690.0,636.2,0.560%,1.00
2022-06-06,6425190,1016,3003,1.773%,113311.9,630.6,0.557%,2.00
2022-06-05,6424852,1016,3003,1.771%,113164.6,628.1,0.555%,2.00
2022-06-04,6423700,1015,3003,1.768%,112968.3,624.8,0.553%,3.00
2022-06-03,6422663,1015,3003,1.763%,112611.6,617.4,0.548%,3.00
2022-06-02,6420784,1015,3003,1.862%,118831.3,738.8,0.622%,3.00
2022-06-01,6418478,1015,3002,1.852%,118138.4,732.4,0.620%,2.00
2022-05-31,6417575,1015,3002,1.927%,122969.7,722.2,0.587%,2.00
2022-05-30,6416738,1013,3001,1.915%,122138.3,719.8,0.589%,1.00
2022-05-29,6410899,1016,3001,1.919%,122319.9,731.7,0.598%,1.00
2022-05-28,6411724,1016,3000,1.914%,122000.2,730.1,0.598%,0.00
2022-05-27,6408485,1016,3000,1.911%,121760.2,727.9,0.598%,0.00
2022-05-26,6412744,1016,3000,1.906%,121508.4,725.2,0.597%,1.00
2022-05-25,6412870,1016,3000,1.902%,121275.3,722.0,0.595%,1.00
2022-05-24,6409916,1016,3000,1.900%,121100.4,720.0,0.595%,1.00
2022-05-23,6408277,1016,3000,1.898%,120905.2,718.0,0.594%,2.00
2022-05-22,6406737,1015,3000,1.895%,120722.5,715.3,0.593%,2.00
2022-05-21,6405870,1014,3000,1.889%,120313.1,710.1,0.590%,2.00
2022-05-20,6404853,1013,3000,1.850%,117809.8,661.6,0.562%,2.00
2022-05-19,6404706,1013,2999,1.845%,117531.1,659.9,0.561%,1.00
2022-05-18,6401760,1014,2999,1.833%,116674.3,656.9,0.563%,1.00
2022-05-17,6389615,1014,2999,1.869%,118715.0,718.3,0.605%,1.00
2022-05-16,6388789,1013,2998,1.866%,118467.9,716.8,0.605%,0.00
2022-05-15,6388072,1014,2998,1.863%,118291.1,715.9,0.605%,1.00
2022-05-14,6386749,1014,2998,1.860%,118097.5,714.3,0.605%,2.00
2022-05-13,6384277,1014,2998,1.857%,117851.8,711.1,0.603%,2.00
2022-05-12,6380874,1015,2998,1.854%,117581.3,709.3,0.603%,2.00
2022-05-11,6377886,1015,2998,1.846%,117038.4,704.0,0.602%,2.00
2022-05-10,6377011,1014,2998,1.853%,117478.4,710.4,0.605%,2.00
2022-05-09,6372673,1015,2997,1.848%,117082.7,707.6,0.604%,1.00
2022-05-08,6371024,1014,2997,2.234%,141519.7,799.1,0.565%,1.00
2022-05-07,6365969,1014,2996,2.230%,141139.5,797.8,0.565%,0.00
2022-05-06,6364062,1014,2996,2.228%,141024.4,795.7,0.564%,0.00
2022-05-05,6363675,1013,2996,2.226%,140881.0,794.6,0.564%,0.00
2022-05-04,6359688,1015,2996,2.225%,140718.2,792.3,0.563%,0.00
2022-05-03,6358817,1015,2996,2.222%,140518.8,789.7,0.562%,0.00
2022-05-02,6359417,1014,2996,2.219%,140299.6,788.5,0.562%,0.00
2022-05-01,6358827,1015,2996,2.215%,140047.8,787.3,0.562%,0.00
2022-04-30,6360482,1013,2996,2.212%,139932.5,786.8,0.562%,0.00
2022-04-29,6361263,1011,2996,2.210%,139783.4,785.4,0.562%,0.00
2022-04-28,6363237,1011,2996,2.207%,139631.8,784.3,0.562%,1.00
2022-04-27,6360750,1008,2996,2.204%,139430.5,782.9,0.561%,1.00
2022-04-26,6360131,1009,2996,2.201%,139205.5,781.5,0.561%,2.00
2022-04-25,6356589,1010,2996,2.199%,139021.1,780.3,0.561%,2.00
2022-04-24,6351664,1011,2996,2.194%,138592.3,777.9,0.561%,2.00
2022-04-23,6353920,1012,2996,2.175%,137439.3,773.8,0.563%,3.00
2022-04-22,6353330,1010,2996,2.127%,134405.3,760.0,0.565%,4.00
2022-04-21,6347945,1010,2995,2.121%,133896.3,759.2,0.567%,3.00
2022-04-20,6346454,1011,2995,2.388%,150755.9,806.7,0.535%,4.00
2022-04-19,6339528,1009,2994,2.380%,150093.5,805.8,0.537%,3.00
2022-04-18,6330665,1010,2994,2.351%,148014.1,804.4,0.543%,3.00
2022-04-17,6326837,1009,2994,1.994%,125337.7,822.0,0.656%,3.00
2022-04-16,6324203,1009,2993,2.314%,145349.7,1014.5,0.698%,2.00
2022-04-15,6319847,1010,2992,2.530%,158818.1,1089.4,0.686%,2.00
2022-04-14,6318154,1010,2992,2.529%,158673.3,1088.8,0.686%,2.00
2022-04-13,6317848,1007,2991,2.526%,158479.3,1086.2,0.685%,2.00
2022-04-12,6310675,1010,2991,2.525%,158241.3,1081.8,0.684%,2.00
2022-04-11,6307012,1010,2991,2.518%,157737.9,1076.9,0.683%,2.00
2022-04-10,6302366,1012,2991,2.554%,160004.1,957.0,0.598%,2.00
2022-04-09,6297475,1013,2991,2.550%,159652.3,954.5,0.598%,2.00
2022-04-08,6292808,1013,2990,2.534%,158538.8,949.2,0.599%,2.00
2022-04-07,6287987,1014,2990,2.636%,164729.5,993.8,0.603%,2.00
2022-04-06,6285907,1015,2989,2.634%,164546.9,993.1,0.604%,1.00
2022-04-05,6281359,1014,2989,2.633%,164391.2,992.0,0.603%,2.00
2022-04-04,6281219,1014,2989,2.629%,164144.7,990.3,0.603%,2.00
2022-04-03,6279576,1013,2989,2.624%,163790.2,987.3,0.603%,2.00
2022-04-02,6278693,1012,2989,2.827%,176464.0,1056.1,0.598%,2.00
2022-04-01,6277680,1010,2988,2.825%,176294.4,1055.3,0.599%,1.00
2022-03-31,6275281,1010,2988,2.823%,176066.9,1053.3,0.598%,1.00
2022-03-30,6272667,1009,2988,3.275%,204304.4,1144.3,0.560%,1.00
2022-03-29,6268460,1010,2987,3.275%,204151.3,1143.7,0.560%,0.00
2022-03-28,6264684,1010,2987,3.275%,203995.3,1143.0,0.560%,0.00
2022-03-27,6262114,1010,2987,3.273%,203823.9,1141.4,0.560%,0.00
2022-03-26,6259066,1009,2987,3.271%,203572.8,1139.9,0.560%,1.00
2022-03-25,6256108,1009,2987,3.261%,202870.3,1136.3,0.560%,2.00
2022-03-24,6254698,1007,2986,3.257%,202586.5,1133.8,0.560%,2.00
2022-03-23,6251059,1007,2986,3.256%,202372.9,1132.8,0.560%,2.00
2022-03-22,6248113,1007,2986,3.254%,202163.1,1129.9,0.559%,2.00
2022-03-21,6244978,1007,2986,3.244%,201489.2,1124.8,0.558%,2.00
2022-03-20,6240500,1007,2986,3.608%,223862.1,1305.4,0.583%,2.00
2022-03-19,6233909,1007,2985,3.609%,223665.7,1304.6,0.583%,2.00
2022-03-18,6222230,1006,2984,3.611%,223383.7,1303.2,0.583%,2.00
2022-03-17,6196948,1005,2984,3.618%,222894.4,1300.8,0.584%,4.00
2022-03-16,6166219,1007,2984,3.626%,222258.8,1298.1,0.584%,4.00
2022-03-15,6154762,1006,2984,3.619%,221441.4,1294.4,0.585%,4.00
2022-03-14,6151950,1005,2983,3.558%,217600.7,1283.0,0.590%,4.00
2022-03-13,6150100,1007,2983,4.435%,270634.1,2123.7,0.785%,4.00
2022-03-12,6149935,1007,2982,4.568%,278700.8,2258.8,0.810%,3.00
2022-03-11,6148611,1007,2981,5.389%,328611.7,2741.8,0.834%,2.00
2022-03-10,6147406,1007,2978,5.386%,328336.8,2739.2,0.834%,0.00
2022-03-09,6146790,1009,2978,5.382%,328126.3,2704.7,0.824%,0.00
2022-03-08,6145985,1005,2978,5.379%,327877.8,2702.0,0.824%,1.00
2022-03-07,6144853,1006,2978,5.377%,327694.2,2699.5,0.824%,1.00
2022-03-06,6142441,1006,2978,5.375%,327451.8,2696.5,0.823%,2.00
2022-03-05,6139300,1005,2978,5.372%,327107.6,2694.0,0.824%,2.00
2022-03-04,6136255,1004,2978,5.366%,326569.3,2689.7,0.824%,3.00
2022-03-03,6129754,1003,2978,5.344%,324896.3,2679.3,0.825%,3.00
2022-03-02,6126187,1001,2978,5.571%,337783.9,3506.0,1.038%,3.00
2022-03-01,6123365,1001,2977,5.558%,336862.4,3495.4,1.038%,3.00
2022-02-28,6119316,1001,2977,5.402%,327121.8,3467.3,1.060%,3.00
2022-02-27,6111422,1001,2976,5.567%,336686.3,3512.5,1.043%,2.00
2022-02-26,6107345,1002,2976,5.564%,336283.7,3510.8,1.044%,2.00
2022-02-25,6103827,999,2975,5.552%,335399.5,3506.2,1.045%,2.00
2022-02-24,6097386,995,2975,5.548%,334795.8,3476.7,1.038%,3.00
2022-02-23,6090478,997,2975,5.549%,334466.2,3476.0,1.039%,3.00
2022-02-22,6083638,996,2974,5.545%,333855.2,3468.4,1.039%,2.00
2022-02-21,6074259,998,2974,5.533%,332622.8,3457.6,1.039%,4.00
2022-02-20,6064759,998,2974,5.735%,344287.2,3518.8,1.022%,4.00
2022-02-19,6052247,998,2973,5.716%,342408.6,3513.2,1.026%,5.00
2022-02-18,6047185,997,2972,5.351%,320120.9,3448.9,1.077%,6.00
2022-02-17,6040156,1000,2971,5.343%,319288.3,3439.8,1.077%,7.00
2022-02-16,6030069,998,2971,5.318%,317232.9,3420.7,1.078%,9.00
2022-02-15,6022971,998,2971,4.962%,295691.4,3195.3,1.081%,12.00
2022-02-14,6012682,1000,2968,3.957%,235358.8,2533.8,1.077%,12.00
2022-02-13,5982408,1001,2968,4.066%,240873.3,2378.6,0.987%,13.00
2022-02-12,5874960,1001,2967,3.752%,218262.2,2192.6,1.005%,13.00
2022-02-11,5793870,1000,2964,3.116%,179466.3,1051.8,0.586%,13.00
2022-02-10,5731440,1000,2959,2.872%,163650.3,933.5,0.570%,11.00
2022-02-09,5704075,1001,2957,2.871%,162721.8,1040.0,0.639%,9.00
2022-02-08,5691505,1002,2954,3.096%,175067.9,1117.1,0.638%,7.00
2022-02-07,5683649,999,2952,2.878%,162565.0,1037.2,0.638%,5.00
2022-02-06,5678475,998,2951,3.220%,181857.8,1013.3,0.557%,4.00
2022-02-05,5676628,999,2950,3.218%,181645.3,1012.0,0.557%,3.00
2022-02-04,5673495,999,2947,3.213%,181254.8,1007.7,0.556%,2.00
2022-02-03,5670501,1001,2947,3.203%,180608.0,1001.3,0.554%,3.00
2022-02-02,5665499,1001,2947,3.178%,179080.3,981.2,0.548%,3.00
2022-02-01,5662054,1001,2945,3.175%,178806.4,979.5,0.548%,2.00
2022-01-31,5660178,1001,2945,3.169%,178394.0,975.5,0.547%,2.00
2022-01-30,5656617,1001,2945,3.139%,176621.1,965.2,0.546%,3.00
2022-01-29,5651533,1001,2944,2.656%,149290.1,790.4,0.529%,3.00
2022-01-28,5649379,1001,2943,2.566%,144157.4,826.9,0.574%,3.00
2022-01-27,5647050,1001,2942,2.561%,143800.1,825.4,0.574%,3.00
2022-01-26,5644783,1001,2942,2.554%,143342.0,822.2,0.574%,3.00
2022-01-25,5642797,1001,2942,2.537%,142318.3,815.5,0.573%,4.00
2022-01-24,5639875,1001,2942,2.669%,149622.4,914.1,0.611%,4.00
2022-01-23,5636985,1001,2941,2.652%,148603.8,906.3,0.610%,3.00
2022-01-22,5633132,1000,2941,2.669%,149450.7,871.9,0.583%,3.00
2022-01-21,5631057,1000,2940,2.814%,157642.8,841.3,0.534%,3.00
2022-01-20,5628289,999,2938,2.790%,156175.0,836.5,0.536%,2.00
2022-01-19,5623861,1000,2937,2.853%,159631.9,837.4,0.525%,2.00
2022-01-18,5620713,1000,2936,2.848%,159254.8,835.3,0.525%,3.00
2022-01-17,5614224,1001,2936,2.842%,158721.8,831.8,0.524%,4.00
2022-01-16,5611324,1001,2936,2.850%,159102.9,836.1,0.526%,4.00
2022-01-15,5610374,1000,2935,2.846%,158858.2,835.1,0.526%,3.00
2022-01-14,5610530,1000,2934,2.841%,158589.4,833.1,0.525%,3.00
2022-01-13,5610844,999,2934,2.834%,158169.0,830.3,0.525%,3.00
2022-01-12,5610293,1000,2934,3.505%,195161.2,1497.1,0.767%,4.00
2022-01-11,5609647,1000,2931,3.501%,194912.6,1496.3,0.768%,1.00
2022-01-10,5604920,999,2931,3.496%,194437.8,1494.6,0.769%,1.00
2022-01-09,5604549,999,2931,3.492%,194214.2,1493.8,0.769%,2.00
2022-01-08,5604265,999,2931,3.486%,193876.3,1491.7,0.769%,2.00
2022-01-07,5602990,999,2931,3.465%,192657.3,1489.8,0.773%,2.00
2022-01-06,5602143,999,2931,3.327%,184805.1,1582.0,0.856%,2.00
2022-01-05,5602241,999,2930,3.319%,184348.9,1576.8,0.855%,2.00
2022-01-04,5601455,999,2930,3.528%,195906.8,1686.9,0.861%,2.00
2022-01-03,5601177,999,2930,3.525%,195750.5,1686.7,0.862%,2.00
2022-01-02,5598753,997,2929,3.523%,195565.9,1685.6,0.862%,2.00
2022-01-01,5597758,998,2929,3.520%,195358.6,1684.9,0.862%,2.00
2021-12-31,5597669,1000,2929,3.515%,195061.9,1682.8,0.863%,2.00
2021-12-30,5594040,1000,2928,3.896%,216199.4,1767.4,0.817%,2.00
2021-12-29,5590813,1000,2927,3.892%,215820.8,1765.4,0.818%,1.00
2021-12-28,5588015,1000,2927,3.885%,215341.1,1760.8,0.818%,1.00
2021-12-27,5578621,999,2927,3.972%,219778.4,1804.7,0.821%,1.00
2021-12-26,5578543,998,2926,3.969%,219632.0,1804.3,0.822%,0.00
2021-12-25,5577565,998,2926,3.968%,219505.4,1803.3,0.822%,0.00
2021-12-24,5576865,999,2926,3.966%,219381.8,1802.7,0.822%,0.00
2021-12-23,5576037,999,2926,3.964%,219243.2,1800.8,0.821%,0.00
2021-12-22,5575523,997,2926,3.962%,219099.6,1800.5,0.822%,0.00
2021-12-21,5574781,996,2926,3.959%,218896.7,1798.3,0.822%,0.00
2021-12-20,5573771,996,2926,3.956%,218684.0,1796.3,0.821%,0.00
2021-12-19,5572540,996,2926,3.952%,218459.7,1794.1,0.821%,1.00
2021-12-18,5571421,996,2926,3.949%,218200.2,1791.0,0.821%,2.00
2021-12-17,5569790,997,2926,3.944%,217870.2,1788.9,0.821%,2.00
2021-12-16,5568306,999,2926,3.938%,217493.1,1784.9,0.821%,3.00
2021-12-15,5567299,999,2926,3.933%,217164.8,1781.3,0.820%,3.00
2021-12-14,5566317,999,2926,3.695%,203997.6,1663.3,0.815%,3.00
2021-12-13,5564690,1000,2926,3.688%,203582.9,1662.4,0.817%,3.00
2021-12-12,5562707,1001,2925,4.049%,223366.5,1880.3,0.842%,2.00
2021-12-11,5559014,1002,2924,4.040%,222700.5,1876.3,0.843%,1.00
2021-12-10,5558173,1001,2924,3.742%,206190.5,1778.4,0.863%,1.00
2021-12-09,5557108,1002,2923,3.737%,205877.0,1777.0,0.863%,0.00
2021-12-08,5556473,1001,2923,3.733%,205649.0,1774.8,0.863%,0.00
2021-12-07,5555629,1000,2923,3.730%,205470.6,1773.2,0.863%,1.00
2021-12-06,5555192,1001,2923,3.728%,205306.3,1772.1,0.863%,1.00
2021-12-05,5554862,1001,2923,3.724%,205098.7,1771.4,0.864%,1.00
2021-12-04,5554265,1002,2923,3.721%,204916.3,1770.4,0.864%,1.00
2021-12-03,5553673,1002,2923,3.718%,204725.3,1768.5,0.864%,1.00
2021-12-02,5552539,1002,2923,3.713%,204411.2,1764.8,0.863%,2.00
2021-12-01,5550958,1002,2923,3.399%,187003.6,1689.8,0.904%,3.00
2021-11-30,5549675,1001,2922,3.396%,186777.2,1687.8,0.904%,2.00
2021-11-29,5548206,1000,2922,3.393%,186557.9,1685.4,0.903%,2.00
2021-11-28,5546690,999,2922,3.390%,186332.0,1683.3,0.903%,2.00
2021-11-27,5545157,1000,2922,3.394%,186427.2,1761.4,0.945%,3.00
2021-11-26,5543527,999,2922,3.320%,182271.8,1751.1,0.961%,3.00
2021-11-25,5541521,999,2921,3.319%,182151.2,1750.2,0.961%,2.00
2021-11-24,5540873,1000,2920,3.316%,181982.7,1747.3,0.960%,2.00
2021-11-23,5540318,1002,2920,3.312%,181768.3,1744.8,0.960%,2.00
2021-11-22,5540070,1001,2920,3.373%,185038.8,1820.3,0.984%,2.00
2021-11-21,5536952,1001,2920,3.371%,184841.1,1816.2,0.983%,3.00
2021-11-20,5535231,1000,2918,3.367%,184583.3,1809.4,0.980%,2.00
2021-11-19,5532996,1000,2918,3.338%,182908.5,1777.7,0.972%,2.00
2021-11-18,5532755,999,2918,2.838%,155764.4,1250.6,0.803%,2.00
2021-11-17,5538416,997,2917,2.829%,155428.6,1247.5,0.803%,1.00
2021-11-16,5536686,997,2917,3.777%,207518,1578.8,0.761%,
2021-11-15,5535805,997,2917,3.695%,202988.2,1561.4,0.769%,
2021-11-14,5534326,999,2916,3.964%,217744.2,1652.4,0.759%,
2021-11-13,5531941,999,2916,3.99%,219076.1,1659.9,0.758%,
2021-11-12,5528875,997,2916,3.989%,218893.9,1657.3,0.757%,
2021-11-11,5525031,997,2916,3.988%,218662.8,1654.9,0.757%,
2021-11-10,5522154,997,2916,3.98%,218130.3,1649.8,0.756%,
2021-11-09,5518657,998,2916,3.949%,216283.5,1633.3,0.755%,
2021-11-08,5515573,998,2915,3.836%,210005.4,1568.7,0.747%,
2021-11-07,5512341,997,2914,3.793%,207396.3,1668.7,0.805%,
2021-11-06,5508894,996,2914,3.786%,206900,1665.8,0.805%,
2021-11-05,5507125,995,2914,3.784%,206713,1663.4,0.805%,
2021-11-04,5505074,997,2914,3.781%,206497.7,1661.3,0.805%,
2021-11-03,5503628,999,2914,3.773%,205987.3,1655.6,0.804%,
2021-11-02,5502932,1001,2914,3.731%,203659.8,1635.3,0.803%,
2021-11-01,5502261,1000,2913,4.052%,221286.5,1671.3,0.755%,
2021-10-31,5501325,1000,2912,4.055%,221397.2,1670,0.754%,
2021-10-30,5499189,999,2912,4.053%,221231.9,1666.9,0.753%,
2021-10-29,5497514,999,2912,4.053%,221138.6,1665.9,0.753%,
2021-10-28,5497858,1000,2912,4.051%,221028.2,1664.8,0.753%,
2021-10-27,5496370,998,2912,4.05%,220931.1,1663.6,0.753%,
2021-10-26,5495937,997,2912,4.048%,220836.9,1662.9,0.753%,
2021-10-25,5495194,996,2912,4.047%,220719,1661.9,0.753%,
2021-10-24,5493875,995,2912,4.045%,220592.2,1660.2,0.753%,
2021-10-23,5491836,996,2912,4.044%,220429.1,1657.8,0.752%,
2021-10-22,5491499,997,2911,4.041%,220264.6,1655.4,0.752%,
2021-10-21,5490809,995,2911,4.037%,220027.7,1651.6,0.751%,
2021-10-20,5490348,997,2911,4.035%,219884.5,1648.5,0.75%,
2021-10-19,5490416,998,2911,4.029%,219567,1645,0.749%,
2021-10-18,5490422,997,2911,3.991%,217508.3,1626.6,0.748%,
2021-10-17,5490413,997,2910,3.836%,208944.1,1685,0.806%,
2021-10-16,5489707,998,2910,3.835%,208843.5,1683.7,0.806%,
2021-10-15,5489222,998,2910,3.834%,208770.9,1682.3,0.806%,
2021-10-14,5488341,996,2910,3.833%,208672,1680.5,0.805%,
2021-10-13,5486589,998,2910,3.832%,208555.8,1675.2,0.803%,
2021-10-12,5487102,998,2910,3.828%,208389.7,1673.9,0.803%,
2021-10-11,5486374,998,2910,3.818%,207773.4,1672.2,0.805%,
2021-10-10,5486475,997,2909,4.366%,237689.8,1846.1,0.777%,
2021-10-09,5483246,996,2909,4.381%,238397.5,1849.2,0.776%,
2021-10-08,5482618,995,2908,4.729%,257341.6,1943.8,0.755%,
2021-10-07,5482005,998,2907,4.885%,265865.8,1917.3,0.721%,
2021-10-06,5480545,997,2907,4.866%,264752.7,1913.3,0.723%,
2021-10-04,5475631,997,2906,5.042%,274152.3,1918.9,0.7%,
2021-10-03,5473101,997,2906,4.985%,270941.7,1894.5,0.699%,
2021-10-02,5471224,997,2905,4.992%,271267.1,1873.2,0.691%,
2021-10-01,5469244,998,2904,4.98%,270523.7,1863.3,0.689%,
2021-09-30,5467984,998,2904,4.932%,267855.1,1844.2,0.689%,
2021-09-29,5466377,996,2903,5.011%,272078.5,1815.7,0.667%,
2021-09-28,5463073,996,2903,4.859%,263692.1,1758.5,0.667%,
2021-09-27,5459372,995,2902,5.101%,276637.5,1855.7,0.671%,
2021-09-26,5457379,996,2899,5.109%,277062.6,1749.1,0.631%,
2021-09-24,5455208,998,2897,4.742%,257076.1,1614.9,0.628%,
2021-09-23,5454557,998,2896,5.089%,275932.3,1639,0.594%,
2021-09-22,5453980,997,2895,5.227%,283443.6,1613.6,0.569%,
2021-09-21,5453148,998,2895,5.227%,283421.6,1608.9,0.568%,
2021-09-20,5452486,999,2895,5.181%,280893.8,1599.6,0.569%,
2021-09-19,5451561,999,2894,5.024%,272335.6,1561.7,0.573%,
2021-09-18,5450171,997,2892,5.119%,277370.6,1629.8,0.588%,
2021-09-17,5448812,997,2892,5.097%,276127.9,1603.3,0.581%,
2021-09-16,5446961,996,2891,5.191%,281070.6,1684.1,0.599%,
2021-09-15,5445409,996,2891,5.143%,278372,1670.3,0.6%,
2021-09-14,5444800,996,2891,4.605%,249213.9,1520.7,0.61%,
2021-09-13,5443819,996,2889,4.717%,255277.6,1514.6,0.593%,
2021-09-12,5443034,997,2889,4.685%,253526.1,1504.8,0.594%,
2021-09-11,5441754,999,2889,4.484%,242564.8,1454.7,0.6%,
2021-09-10,5440557,998,2887,4.327%,233943.4,1445.3,0.618%,
2021-09-09,5438187,997,2886,4.764%,257404.7,1657.3,0.644%,
2021-09-08,5436919,997,2884,4.836%,261184,1769.1,0.677%,
2021-09-07,5434585,996,2884,4.637%,250287.9,1699.9,0.679%,
2021-09-06,5433986,997,2883,4.739%,255839.3,1655.5,0.647%,
2021-09-05,5432498,998,2883,4.741%,255925,1648.5,0.644%,
2021-09-04,5430336,998,2883,4.709%,254084.1,1639.3,0.645%,
2021-09-03,5428574,999,2882,4.477%,241437.6,1614.9,0.669%,
2021-09-02,5426266,999,2882,4.424%,238474.1,1601.3,0.671%,
2021-09-01,5425051,999,2881,4.442%,239399.2,1561.9,0.652%,
2021-08-31,5423764,999,2879,4.684%,252233,1796.7,0.712%,
2021-08-30,5422901,999,2878,4.242%,228341.1,1707.8,0.748%,
2021-08-29,5420769,999,2878,4.162%,223908.3,1690.8,0.755%,
2021-08-28,5421186,999,2877,4.152%,223381.8,1710.8,0.766%,
2021-08-27,5421455,997,2876,4.128%,221739.9,2079.3,0.938%,
2021-08-26,5422348,998,2875,4.229%,227205.1,2114.8,0.931%,
2021-08-25,5427760,998,2874,4.174%,224599.3,1946.7,0.867%,
2021-08-24,5427511,999,2874,4.168%,224262.9,1933,0.862%,
2021-08-23,5424936,998,2874,4.166%,224078.5,1929.4,0.861%,
2021-08-22,5424778,998,2874,4.16%,223725.9,1926.1,0.861%,
2021-08-21,5424617,997,2874,4.137%,222479.2,1921.1,0.863%,
2021-08-20,5425027,999,2873,4.652%,249919.3,2480,0.992%,
2021-08-19,5424484,999,2873,4.673%,250990.3,2507.2,0.999%,
2021-08-16,5422790,998,2871,5.939%,319114.2,2932.9,0.919%,
2021-08-15,5421685,999,2871,5.907%,317350.1,2926.4,0.922%,
2021-08-14,5420428,999,2870,6.083%,326801.3,2912.9,0.891%,
2021-08-13,5420324,999,2870,6.094%,327414.3,2909.9,0.889%,
2021-08-12,5419474,999,2870,6.092%,327232.5,2906.7,0.888%,
2021-08-11,5418889,999,2870,6.089%,327051,2904.8,0.888%,
2021-08-10,5418120,999,2870,6.086%,326848.6,2903.2,0.888%,
2021-08-09,5417433,999,2870,6.083%,326626.4,2901.6,0.888%,
2021-08-08,5416100,999,2870,6.076%,326196.8,2899.3,0.889%,
2021-08-07,5414903,998,2870,6.044%,324365.4,2888.5,0.891%,
2021-08-06,5413530,997,2869,6.798%,364662.4,3336.1,0.915%,
2021-08-05,5411815,998,2869,6.84%,366786.5,3358.9,0.916%,
2021-08-04,5410251,999,2869,6.835%,366445.1,3352.5,0.915%,
2021-08-03,5408907,998,2869,6.793%,364099.9,3338.3,0.917%,
2021-07-29,5402961,999,2866,6.533%,349370.4,3592.7,1.028%,
2021-07-28,5399744,999,2866,6.477%,346134.7,3605.9,1.042%,
2021-07-27,5397048,1000,2865,6.279%,335303.2,3581.4,1.068%,
2021-07-26,5393699,999,2865,6.26%,334067.4,3577,1.071%,
2021-07-25,5389874,999,2865,6.234%,332439.2,3571.6,1.074%,
2021-07-24,5384473,996,2864,6.19%,329754.5,3549.5,1.076%,
2021-07-23,5377863,997,2863,6.174%,328489.4,3539.4,1.077%,
2021-07-22,5371918,996,2863,6.108%,324640.5,3492.7,1.076%,
2021-07-21,5359311,997,2862,5.948%,315494.2,3254.5,1.032%,
2021-07-20,5346629,998,2862,5.946%,314690.3,3242.2,1.03%,
2021-07-19,5342603,998,2862,5.946%,314411.9,3238.8,1.03%,
2021-07-18,5339340,1001,2862,5.944%,314135.4,3235.9,1.03%,
2021-07-17,5335183,1001,2862,5.944%,313867.9,3233.2,1.03%,
2021-07-16,5330689,1001,2862,5.942%,313492.5,3231.6,1.031%,
2021-07-15,5324939,998,2862,5.935%,312804.3,3223.8,1.031%,
2021-07-14,5319948,998,2861,6.403%,336744.9,3904.5,1.159%,
2021-07-13,5314180,998,2861,6.428%,337644.3,3964.2,1.174%,
2021-07-12,5302839,997,2860,6.517%,341543.2,4036.4,1.182%,
2021-07-11,5284710,999,2860,6.523%,340680.3,4033,1.184%,
2021-07-09,5273020,996,2860,6.516%,339566.1,4026.4,1.186%,
2021-07-07,5268553,997,2859,6.81%,354673,4125.6,1.163%,
2021-07-05,5260032,995,2859,6.728%,349916.6,3994.7,1.142%,
2021-07-04,5257466,995,2859,6.71%,348821.5,3945,1.131%,
2021-07-03,5255131,996,2859,6.612%,343726.5,3751.9,1.092%,
2021-07-02,5252696,999,2858,6.612%,343744.2,3584.3,1.043%,
2021-07-01,5250522,999,2858,6.61%,343486.2,3577.3,1.041%,
2021-06-30,5247906,999,2858,6.607%,343161,3573.1,1.041%,
